data/sim_graphs/g5,"68",14.299
data/sim_graphs/g5,"291",5.608
data/sim_graphs/g5,"32",5.167
data/sim_graphs/g5,"130",7.183
data/sim_graphs/g5,"60",10.621
data/sim_graphs/g5,"253",3.815
data/sim_graphs/g5,"230",5.597
data/sim_graphs/g5,"241",4.364
data/sim_graphs/g5,"333",5.085
data/sim_graphs/g5,"194",4.931
data/sim_graphs/g5,"107",9.026
data/sim_graphs/g5,"48",9.517
data/sim_graphs/g5,"249",4.345
data/sim_graphs/g5,"14",12.774
data/sim_graphs/g5,"199",4.624
data/sim_graphs/g5,"221",5.178
data/sim_graphs/g5,"311",4.953
data/sim_graphs/g5,"1",28.807
data/sim_graphs/g5,"356",4.41
data/sim_graphs/g5,"228",5.747
data/sim_graphs/g5,"136",4.607
data/sim_graphs/g5,"117",4.583
data/sim_graphs/g5,"302",4.781
data/sim_graphs/g5,"52",10.521
data/sim_graphs/g5,"162",4.348
data/sim_graphs/g5,"15",23.978
data/sim_graphs/g5,"11",16.893
data/sim_graphs/g5,"13",35.949
data/sim_graphs/g5,"332",5.058
data/sim_graphs/g5,"277",4.147
data/sim_graphs/g5,"13",36.893
data/sim_graphs/g5,"195,4",28.186
data/sim_graphs/g5,"110,351",9.876
data/sim_graphs/g5,"216,14",17.032
data/sim_graphs/g5,"113,270",11.045
data/sim_graphs/g5,"224,253",11.543
data/sim_graphs/g5,"283,119",14.572
data/sim_graphs/g5,"176,118",10.304
data/sim_graphs/g5,"112,346",11.99
data/sim_graphs/g5,"235,148",9.743
data/sim_graphs/g5,"11,213",20.969
data/sim_graphs/g5,"328,284",9.526
data/sim_graphs/g5,"51,95",15.5
data/sim_graphs/g5,"322,151",11.813
data/sim_graphs/g5,"170,61",14.175
data/sim_graphs/g5,"256,364",7.682
data/sim_graphs/g5,"216,259",11.682
data/sim_graphs/g5,"97,343",11.207
data/sim_graphs/g5,"145,155",13.09
data/sim_graphs/g5,"300,255",8.834
data/sim_graphs/g5,"201,258",12.08
data/sim_graphs/g5,"17,301",23.522
data/sim_graphs/g5,"124,245",11.775
data/sim_graphs/g5,"212,206",12.721
data/sim_graphs/g5,"88,340",10.322
data/sim_graphs/g5,"280,187",9.86
data/sim_graphs/g5,"345,359",8.146
data/sim_graphs/g5,"44,191",12.143
data/sim_graphs/g5,"224,339",10.755
data/sim_graphs/g5,"260,55",14.579
data/sim_graphs/g5,"266,83",12.91
data/sim_graphs/g5,"13,5",62.032
data/sim_graphs/g5,"201,250,189",17.323
data/sim_graphs/g5,"240,22,15",38.596
data/sim_graphs/g5,"360,314,157",13.968
data/sim_graphs/g5,"296,201,303",16.293
data/sim_graphs/g5,"331,86,87",23.722
data/sim_graphs/g5,"257,116,6",34.117
data/sim_graphs/g5,"280,276,102",16.199
data/sim_graphs/g5,"263,118,207",15.043
data/sim_graphs/g5,"176,180,295",14.508
data/sim_graphs/g5,"337,137,235",16.972
data/sim_graphs/g5,"280,2,311",19.353
data/sim_graphs/g5,"66,196,262",15.637
data/sim_graphs/g5,"265,105,287",21.189
data/sim_graphs/g5,"218,28,246",19.384
data/sim_graphs/g5,"283,186,291",15.046
data/sim_graphs/g5,"258,211,102",15.937
data/sim_graphs/g5,"248,212,182",15.37
data/sim_graphs/g5,"0,177,275",23.297
data/sim_graphs/g5,"313,276,319",11.014
data/sim_graphs/g5,"169,234,307",15.23
data/sim_graphs/g5,"325,117,14",19.774
data/sim_graphs/g5,"281,90,299",14.646
data/sim_graphs/g5,"282,92,46",26.677
data/sim_graphs/g5,"16,130,344",26.803
data/sim_graphs/g5,"8,42,36",41.413
data/sim_graphs/g5,"143,7,231",33.669
data/sim_graphs/g5,"56,137,127",25.817
data/sim_graphs/g5,"176,94,319",17.743
data/sim_graphs/g5,"35,148,85",14.467
data/sim_graphs/g5,"81,130,270",16.874
data/sim_graphs/g5,"13,5,9",78.237
data/sim_graphs/g5,"336,331,139,86",26.986
data/sim_graphs/g5,"232,364,150,359",20.226
data/sim_graphs/g5,"242,164,58,254",21.025
data/sim_graphs/g5,"175,12,197,159",32.395
data/sim_graphs/g5,"96,132,55,215",25.693
data/sim_graphs/g5,"129,107,261,310",22.418
data/sim_graphs/g5,"9,10,115,221",62.118
data/sim_graphs/g5,"18,74,203,82",40.019
data/sim_graphs/g5,"360,347,259,228",20.614
data/sim_graphs/g5,"112,218,322,278",18.836
data/sim_graphs/g5,"264,114,355,230",21.072
data/sim_graphs/g5,"202,268,15,332",34.444
data/sim_graphs/g5,"337,345,164,294",19.256
data/sim_graphs/g5,"152,218,323,30",24.079
data/sim_graphs/g5,"64,24,108,156",29.358
data/sim_graphs/g5,"152,36,158,39",33.308
data/sim_graphs/g5,"81,129,213,289",23.722
data/sim_graphs/g5,"66,19,4,287",47.738
data/sim_graphs/g5,"291,235,302,111",19.708
data/sim_graphs/g5,"360,260,318,87",21.019
data/sim_graphs/g5,"177,193,19,102",34.224
data/sim_graphs/g5,"345,105,50,293",29.202
data/sim_graphs/g5,"99,252,221,302",19.515
data/sim_graphs/g5,"151,340,53,199",23.633
data/sim_graphs/g5,"8,258,166,255",40.651
data/sim_graphs/g5,"144,313,205,9",49.281
data/sim_graphs/g5,"80,288,102,167",25.484
data/sim_graphs/g5,"109,219,69,173",24.897
data/sim_graphs/g5,"136,345,194,49",26.524
data/sim_graphs/g5,"280,273,176,351",19.785
data/sim_graphs/g5,"13,5,9,10",92.602
data/sim_graphs/g5,"33,272,20,248,120",41.299
data/sim_graphs/g5,"68,43,275,85,86",42.277
data/sim_graphs/g5,"259,137,170,109,307",29.903
data/sim_graphs/g5,"130,173,174,58,188",27.225
data/sim_graphs/g5,"69,309,149,120,250",23.947
