data/sim_graphs/g5,"68",14.831
data/sim_graphs/g5,"291",5.3
data/sim_graphs/g5,"32",5.484
data/sim_graphs/g5,"130",6.725
data/sim_graphs/g5,"60",10.787
data/sim_graphs/g5,"253",4.324
data/sim_graphs/g5,"230",4.473
data/sim_graphs/g5,"241",4.666
data/sim_graphs/g5,"333",4.949
data/sim_graphs/g5,"194",5.244
data/sim_graphs/g5,"107",8.883
data/sim_graphs/g5,"48",9.835
data/sim_graphs/g5,"249",4.088
data/sim_graphs/g5,"14",13.569
data/sim_graphs/g5,"199",4.854
data/sim_graphs/g5,"221",5.583
data/sim_graphs/g5,"311",4.693
data/sim_graphs/g5,"1",29.877
data/sim_graphs/g5,"356",3.981
data/sim_graphs/g5,"228",5.719
data/sim_graphs/g5,"136",4.949
data/sim_graphs/g5,"117",3.879
data/sim_graphs/g5,"302",4.985
data/sim_graphs/g5,"52",10.939
data/sim_graphs/g5,"162",4.385
data/sim_graphs/g5,"15",25.001
data/sim_graphs/g5,"11",16.855
data/sim_graphs/g5,"13",35.069
data/sim_graphs/g5,"332",5.381
data/sim_graphs/g5,"277",4.328
data/sim_graphs/g5,"9",36.812
data/sim_graphs/g5,"195,4",26.102
data/sim_graphs/g5,"110,351",10.678
data/sim_graphs/g5,"216,14",17.299
data/sim_graphs/g5,"113,270",11.274
data/sim_graphs/g5,"224,253",9.982
data/sim_graphs/g5,"283,119",14.786
data/sim_graphs/g5,"176,118",10.738
data/sim_graphs/g5,"112,346",10.976
data/sim_graphs/g5,"235,148",10.082
data/sim_graphs/g5,"11,213",20.436
data/sim_graphs/g5,"328,284",9.743
data/sim_graphs/g5,"51,95",15.208
data/sim_graphs/g5,"322,151",13.193
data/sim_graphs/g5,"170,61",13.895
data/sim_graphs/g5,"256,364",7.866
data/sim_graphs/g5,"216,259",11.239
data/sim_graphs/g5,"97,343",10.635
data/sim_graphs/g5,"145,155",14.312
data/sim_graphs/g5,"300,255",9.119
data/sim_graphs/g5,"201,258",12.519
data/sim_graphs/g5,"17,301",23.966
data/sim_graphs/g5,"124,245",12.703
data/sim_graphs/g5,"212,206",13.119
data/sim_graphs/g5,"88,340",9.853
data/sim_graphs/g5,"280,187",9.816
data/sim_graphs/g5,"345,359",8.825
data/sim_graphs/g5,"44,191",12.526
data/sim_graphs/g5,"224,339",10.812
data/sim_graphs/g5,"260,55",15.173
data/sim_graphs/g5,"266,83",12.604
data/sim_graphs/g5,"9,5",60.818
data/sim_graphs/g5,"201,250,189",15.61
data/sim_graphs/g5,"240,22,15",38.975
data/sim_graphs/g5,"360,314,157",13.714
data/sim_graphs/g5,"296,201,303",14.912
data/sim_graphs/g5,"331,86,87",22.361
data/sim_graphs/g5,"257,116,6",32.658
data/sim_graphs/g5,"280,276,102",15.581
data/sim_graphs/g5,"263,118,207",15.381
data/sim_graphs/g5,"176,180,295",15.108
data/sim_graphs/g5,"337,137,235",17.276
data/sim_graphs/g5,"280,2,311",19.329
data/sim_graphs/g5,"66,196,262",16.73
data/sim_graphs/g5,"265,105,287",20.336
data/sim_graphs/g5,"218,28,246",19.835
data/sim_graphs/g5,"283,186,291",15.051
data/sim_graphs/g5,"258,211,102",16.014
data/sim_graphs/g5,"248,212,182",15.776
data/sim_graphs/g5,"0,177,275",23.648
data/sim_graphs/g5,"313,276,319",12.486
data/sim_graphs/g5,"169,234,307",14.623
data/sim_graphs/g5,"325,117,14",21.19
data/sim_graphs/g5,"281,90,299",15.044
data/sim_graphs/g5,"282,92,46",27.458
data/sim_graphs/g5,"16,130,344",29.149
data/sim_graphs/g5,"8,42,36",40.0
data/sim_graphs/g5,"143,7,231",32.58
data/sim_graphs/g5,"56,137,127",25.035
data/sim_graphs/g5,"176,94,319",16.409
data/sim_graphs/g5,"35,148,85",15.146
data/sim_graphs/g5,"81,130,270",17.957
data/sim_graphs/g5,"9,5,13",77.954
data/sim_graphs/g5,"336,331,139,86",25.256
data/sim_graphs/g5,"232,364,150,359",19.337
data/sim_graphs/g5,"242,164,58,254",22.794
data/sim_graphs/g5,"175,12,197,159",33.301
data/sim_graphs/g5,"96,132,55,215",27.372
data/sim_graphs/g5,"129,107,261,310",23.079
data/sim_graphs/g5,"9,10,115,221",64.206
data/sim_graphs/g5,"18,74,203,82",38.318
data/sim_graphs/g5,"360,347,259,228",20.652
data/sim_graphs/g5,"112,218,322,278",19.615
data/sim_graphs/g5,"264,114,355,230",21.228
data/sim_graphs/g5,"202,268,15,332",35.486
data/sim_graphs/g5,"337,345,164,294",20.238
data/sim_graphs/g5,"152,218,323,30",25.992
data/sim_graphs/g5,"64,24,108,156",31.049
data/sim_graphs/g5,"152,36,158,39",33.746
data/sim_graphs/g5,"81,129,213,289",21.649
data/sim_graphs/g5,"66,19,4,287",47.619
data/sim_graphs/g5,"291,235,302,111",20.821
data/sim_graphs/g5,"360,260,318,87",23.341
data/sim_graphs/g5,"177,193,19,102",33.159
data/sim_graphs/g5,"345,105,50,293",30.429
data/sim_graphs/g5,"99,252,221,302",20.593
data/sim_graphs/g5,"151,340,53,199",23.443
data/sim_graphs/g5,"8,258,166,255",39.774
data/sim_graphs/g5,"144,313,205,9",47.732
data/sim_graphs/g5,"80,288,102,167",24.18
data/sim_graphs/g5,"109,219,69,173",25.496
data/sim_graphs/g5,"136,345,194,49",26.251
